Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
SmartPlace (Columbus OH); .Net Developer; ; 2/11/26;Open; 2/11/26;; https://www.ziprecruiter.com/jobs/a/b?lk=TDqTeOZ3hip6vVSZGgP0cQ&tsid=111000153
Ryde Technologies, LLC; .NET Developer;48-63/hr; 2/12/26;Open; 3/12/2026;; https://www.ziprecruiter.com/jobs/a/b?lk=HXd5bz-QJjtbc_eOLEp_Ow&tsid=111000153
Patriot Talent Solutions; Helpdesk Technician; ; 2/12/26;Open; 3/12/2026;; https://patriottalent.my.salesforce-sites.com/FCMS__CMSLayout?jobIds=a0yUR00000IwUOLYA3&page=JobDetailPage&sessionId=&jobSite=default&p=Candidate&source=
Patriot Talent Solutions; Coordinator, Fleet Maintenance; ; 2/12/26;Open; 3/12/2026;; https://patriottalent.my.salesforce-sites.com/FCMS__CMSLayout?jobIds=a0yUR00000JB54fYAD&page=JobDetailPage&sessionId=&jobSite=default&p=Candidate&source=
Da Vinci Software; .Net Developer; ; 2/12/26;Open; 3/12/2026;; https://www.indeed.com/viewjob?jk=433951d80f332e70&tk=1jh7f4uf8g2al8ji&from=serp&vjs=3
Choose; Fullstack Developer; ; 2/12/26; Rejected; 3/12/2026;; https://www.indeed.com/viewjob?jk=f792c705fdc7a11c&tk=1jh7epodagljn800&from=serp&vjs=3
WCG; Principal Software Engineer (Remote); 110-171k; 2/12/26;Open; 3/12/2026;; https://www.indeed.com/viewjob?jk=3de3b39516c2d2bd&tk=1jh7epodagljn800&from=serp&vjs=3
Neo Prism Solutions, LLC; .Net Backend Developer; ; 2/12/26;Open; 3/12/2026;; https://www.dice.com/job-detail/96491103-cd0f-4b2f-b475-e9d4cfa096e8?filters.postedDate=ONE&filters.workplaceTypes=Remote&page=2&q=.net
Skysoft Inc; Senior Develope3er .NET SQL; ; 2/12/26;Open; 3/12/2026;; https://www.dice.com/job-detail/cafc206e-9ec2-48e0-bc19-1f07cdf8ec3f?filters.postedDate=ONE&filters.workplaceTypes=Remote&q=.net
GSK Solutions Inc; .Net Developer (Remote); ; 2/12/26;Open; 3/12/2026;; https://www.dice.com/job-detail/517c759f-c64a-4646-834d-b8fa87c2dcaa?filters.postedDate=ONE&filters.workplaceTypes=Remote&q=.net
y&l Consulting Inc; Lead .NET Developer; ; 2/12/26;Open; 3/12/2026;; https://www.dice.com/job-detail/c552bf9f-515d-4f22-ab5a-7cc894c4eef8?filters.postedDate=ONE&filters.workplaceTypes=Remote&q=.net
South College; LMS Administrator; ; 2/12/26; Rejected; 3/12/2026;; https://www.ziprecruiter.com/jobs-search?search=.net&location=Knoxville%2C+TN&refine_by_location_type=&radius=50&days=5&refine_by_employment=employment_type%3Aall&refine_by_salary=&refine_by_salary_ceil=&lk=98wo8vY4PeEAqpYxpv2Klg&page=1&lvk=X1irqlfV0EOGPZ2HUwA64w.--NvErZ254s
OncoHealth; Sr. Software Engineer; ; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4365179444/?trackingId=dNYcadxs8CoSGnpruTzVyA%3D%3D&refId=bURUjGAfdts3i8Yk7fV%2Fjg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0hXFTqTQ-tlY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_15257593108&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_15257593108-null-mw6pip~mli34ky8~6g-null-null&eid=mw6pip-mli34ky8-6g&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YmM4ZWM5ZDc0OTljYTY4YzY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZGZjZTYwN2IzZWM4NDNiNDdjYjMxNjYzZjRmZTYzODFiMmQwNGNjZjM3NzkwYjYsMSwx
OpenSesame; Software Engineer 1; 125-135k; 2/12/26;Open; 2/12/26;; https://www.glassdoor.com/job-listing/software-engineer-1-opensesame-JV_KO0,19_KE20,30.htm?jl=1010029736032&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos11-age1d-1010029736032&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jh78aq8ek8jv800-ba10ff893d371d39&cs=1_006ab914&s=224&t=JA&pos=111&ja=380629936&guid=0000019c4e4b97ec97958f67b938a281&jobListingId=1010029736032&ea=1&vt=e&cb=1770843892350&ctt=1770847511451&srs=EMAIL_JOB_ALERT&gdir=1
Optomi; Software Engineer; 62-66/hr; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4370668856/?trackingId=HV8zc%2B6RL5tCeRcWIztkqA%3D%3D&refId=bojqPUpCnw5ZwUDnkjETCg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=39jiF1DUBYms81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772-null-mw6pip~mlik9vh2~rj-null-null&eid=mw6pip-mlik9vh2-rj&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YmM4YmM4ZDQ0OTlhYTg4OTY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjYWU3ZDY0NWJmZWRiNzEyYjc5YmE0ZTQ5OTFmMjIwYTRlYWU0MWYzZTlkNzc5OGIsMSwx
Prestige Staffing; Software Engineer - Mid-Level .NET Core; 150-160k;2/12/26;Open;2/12/26;; https://www.linkedin.com/jobs/view/4341190270/?trackingId=u6H8wT8SGBb94cFeCZgpMA%3D%3D&refId=bojqPUpCnw5ZwUDnkjETCg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=39jiF1DUBYms81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772-null-mw6pip~mlik9vh2~rj-null-null&eid=mw6pip-mlik9vh2-rj&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YmM4YmM4ZDQ0OTlhYTg4OTY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjYWU3ZDY0NWJmZWRiNzEyYjc5YmE0ZTQ5OTFmMjIwYTRlYWU0MWYzZTlkNzc5OGIsMSwx
Advisors LLC; Applications Development Analyst (.NET/SQL) - Intermediate; 100-125k; 2/12/26;Open; 2/12/26;; https://www.ziprecruiter.com/jobs/a/b?lk=6tFA7mLR-r2gL1NXB6ByhA&tsid=111000153
Selene Holdings; .Net Developer; 49-65/hr; 2/12/26;Open; 2/12/26;; https://www.ziprecruiter.com/jobs/a/b?lk=09KyMEcTxJz0BZK7ZXVVLQ&tsid=111000153
APEX Systems; Developer 3013155; 40-62/hr; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4370865016/?trackingId=C132zzVXdy8l3QstaZbyUA%3D%3D&refId=SBQ2YcrexoCuqGlE6G%2FScw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0D0R7Bw8w9ms81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14999231100&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14999231100-null-mw6pip~mlifzjxh~jz-null-null&eid=mw6pip-mlifzjxh-jz&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YmM4Y2M3ZDU0ODllYWE4YzZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlZmIxODM2N2Y5Y2I5NjFjYmZjYzhiODI4YTJjZjY2ZjkxMmEzZTY4YmUxOGI5NmQsMSwx
Turnberry Solutions; Software Engineer; 100-140k; 2/12/26;Open; 2/12/26;; https://jobright.ai/jobs/info/698df5ea0f6f7e7a2cea0592?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1770924391193_3599&utm_medium=email
Dev Technology; .NET / Microsoft Application Developer; 72-130k ; 2/12/26; Rejected; 3/12/2026;; https://boards.greenhouse.io/embed/job_app?token=8414359002&utm_source=jobright
CloudIngest; Application Developer - (Only w2) (ASAP.NET); ; 2/12/26;Open; 2/12/26;; linkedin.com/jobs/view/4371540281
IDR, Inc.; Software Engineer - .Net; 68/hr; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4370855097/?trackingId=gPLl6aqTRKWif5MY%2B%2FwXnw%3D%3D&refId=CmLsIKwwRm%2BuraBeBTOraA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2FiTXTcb4QlI81&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370855097&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370855097-null-mw6pip~mlhq9mhm~oe-null-null&eid=mw6pip-mlhq9mhm-oe&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YjM4NmM4ZDA0OTllYWE4ZDZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmN2QwODQ0NWIzZGZjNjMxOTNiMGFhOGRjYTM4MDc0NmU4YzcyY2FkNzdhYTRkN2EsMSwx
General Dynamics Information Technology; Software Developer;30.88; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4370803342/?trackingId=pPOqD6uSQBy53mRoMiPXyg%3D%3D&refId=piXCEQJSTF28jD0d%2BIGsUw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2FiTXTcb4QlI81&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370803342&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370803342-null-mw6pip~mlhq9mhm~oe-null-null&eid=mw6pip-mlhq9mhm-oe&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YjM4NmM4ZDA0OTllYWE4ZDZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmN2QwODQ0NWIzZGZjNjMxOTNiMGFhOGRjYTM4MDc0NmU4YzcyY2FkNzdhYTRkN2EsMSwx
Vaiticka Solution; Dotnet Developer;58hr; 2/12/26; Rejected; 3/12/2026;; https://www.linkedin.com/jobs/view/4370553161/?trackingId=%2BemRV6BQSmaa8hwYSUgvnw%3D%3D&refId=a1LYXG9ARTOAol59g5QbsA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2FiTXTcb4QlI81&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370553161&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4370553161-null-mw6pip~mlhq9mhm~oe-null-null&eid=mw6pip-mlhq9mhm-oe&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YjM4NmM4ZDA0OTllYWE4ZDZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmN2QwODQ0NWIzZGZjNjMxOTNiMGFhOGRjYTM4MDc0NmU4YzcyY2FkNzdhYTRkN2EsMSwx
Cambay Solutions; IoT .NET Developer; ; 2/12/26; Rejected; 3/12/2026;; https://www.linkedin.com/jobs/view/4371413203/?trackingId=E8YywM9NixQkIM6HpAsubQ%3D%3D&refId=DmDzxrjgiZ5R6S5ipnfn1A%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=24DMwwvh8Yns81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772-null-mw6pip~mljikfrw~hu-null-null&eid=mw6pip-mljikfrw-hu&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU3YmQ4ZmNhZDE0MzlkYTk4NzY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkMWRkYzkwZjljZTg4MDI5NTU4M2QwZWUyYzAwOTE5N2NlMzU3OGYyMjMxNzU0ODEsMSwx
NetImpact Strategies; Senior.NET Full Stack Developer; ; 4/14/26;Open; 4/14/26;;  https://www.indeed.com/viewjob?jk=0b8e3fc815cf9662&tk=1jhcg6pvfgidg89u&from=serp&vjs=3
Professional Property management; Backend Developer; 106-128k; 2/14/26;Open; 2/14/26;; https://www.indeed.com/viewjob?cmp=Professional-Property-Management%2C-Inc&t=Back+End+Developer&jk=96f2fe9d088021c7&q=c%23&xpse=SoCa67I3nsqgHiAQGz0LbzkdCdPP&xfps=f965e71e-1409-47cb-8cda-4ccce68432cd&xkcb=SoAQ67M3nsoUnoyYDB0PbzkdCdPP&vjs=3
UnitedHealthcare; C#/.Net Software Engineer - LOGIC Technology Team - Remote; 72-130k; 2/14/26; Rejected; 3/14/2026;; https://www.indeed.com/viewjob?jk=30ab6f1d28df2a59&tk=1jhchcbavgidg820&from=serp&vjs=3
Robert Half; Software Engineer; 71-82/hr;2/14/26;Open;2/14/26;; https://www.dice.com/job-detail/4c60a5d0-1c86-4cef-b506-c867e7d3addb?filters.postedDate=ONE&filters.workplaceTypes=Remote&page=2&q=.net
Stefanini; .NET Developer; 60-63/hr; 2/12/26;Open; 2/12/26;;https://www.dice.com/job-detail/0ce5a155-a277-4b66-9946-268f3ec93660?filters.postedDate=ONE&filters.workplaceTypes=Remote&q=.net
Image Matters, Inc; Technology Implementation/ IT Support Specialist; 22-26/hr; 2/12/26;Open; 2/12/26;;
UTK; IT Technicial; 4-46k; 2/12/26; Rejected; 3/12/2026;; https://fa-ewlq-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/6751?keyword=IT+Administrator+II+-+Application+Development&lastSelectedFacet=CATEGORIES&location=Knoxville%2C+TN%2C+United+States&locationId=300000010467990&locationLevel=city&mode=location&radius=25&radiusUnit=MI&selectedCategoriesFacet=300000024535381
The IT Support Center; Remote IT Support (WFH Tech Advisor); 45-65k;2/12/26;Open;2/12/26;;
The Planet Group; C# & VB .NET Developer; 55-65/hr; 2/12/26;Open; 2/12/26;; https://www.linkedin.com/jobs/view/4372134521/?trackingId=0Ekszv5%2BR8uMB1aRIYxHDQ%3D%3D&refId=OT8rwLHrQu2TfgV3nDhc2A%3D%3D&eBP=CwEAAAGcVKxdE_P5jlgKug_tRDzUuzd2avOdUr475ylWzofcc5I2Gkr5dAPDx_e3Br4b5W-5bO-R18eSNj4V4kqeHFIb8hZF1OyJ4IzkelOyNsgpEQB1ha10T15hoGZggNlKK3PT1XC3Y6lkueyOGAG-AkSsujG_gqRJTfeIbazmXVex0mrOaifIJWgilbL4YvS_gJ8zlTtksNSXWuA20r8m_WIEwNIgnTkQYVgIOyutvAK-EYVrSKfcu7SmnVNWF5LxgMtjCZD0lrirureFKvFe7pmuAV4w_0oeUdGl8uv5avoLzhGfEFXjwBaJHX3fcb5BmhFEBZzcQxFcbKPNbQiz8UXMx6Thb1OmpxG_MZ80RePNZWyMZWROJNN4ENGkYlLX3yxwfupK0ihREWE26n_te0rbX6ICj6Bfvf2b_XtC6dZoyqO4PjS6Klz67nNYNL7Uqfg899A84Elrm4nc&midToken=AQE_3XQkBAKpjA&midSig=3YJCAF0OWIps81&trk=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4372134521&trkEmail=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4372134521-null-mw6pip~mllnq7rf~ja-null-null&eid=mw6pip-mllnq7rf-ja&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjQ4Y2NkZDc0MDliYWE4YTY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjOGNkZWI0Y2E4ZWM4OTA5MWY2YTMwM2QwYjM4ODMwNTkzNDU0ZjdkNDAyNWY3ZWEsMSwx
Westinghouse Electric Company; PL/SQL .NET Creator; 85-106; 2/12/26; Rejected; 3/12/2026;; https://www.linkedin.com/jobs/view/4371371347/?trackingId=aWXxVm3lTOCdr0vriq8AOg%3D%3D&refId=VfruAvN%2FQ8WeSaULSlLXqA%3D%3D&eBP=NOT_ELIGIBLE_FOR_CHARGING&midToken=AQE_3XQkBAKpjA&midSig=3YJCAF0OWIps81&trk=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4371371347&trkEmail=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4371371347-null-mw6pip~mllnq7rf~ja-null-null&eid=mw6pip-mllnq7rf-ja&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjQ4Y2NkZDc0MDliYWE4YTY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjOGNkZWI0Y2E4ZWM4OTA5MWY2YTMwM2QwYjM4ODMwNTkzNDU0ZjdkNDAyNWY3ZWEsMSwx
Digitech (Sarnova); Software Engineer (C# .NET Framework/SQL Server) - Digitech - Remote; ; 2/16/26;Open; 2/16/26;; https://jobright.ai/jobs/info/699125326ea51a7610f37d48?utm_source=1121&imp_id=3673496432511879909__instant_push__1771125023655_126&utm_medium=email
JSR Tech Consulting; Software Engineer - Remote; ; 02/18/26;Open; 02/18/26;; https://www.linkedin.com/jobs/view/4365880247/?trackingId=ASepLid9vcZZeOZFn6XZuA%3D%3D&refId=KsL%2FxJM9bAQ7kEt7cHwWqQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1Zjo-peUJQvY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_jobid_4365880247_ssid_15257593100_fmid_mw6pip~mls7hw1t~k7&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_jobid_4365880247_ssid_15257593100_fmid_mw6pip~mls7hw1t~k7-null-mw6pip~mls7hw1t~k7-null-null&eid=mw6pip-mls7hw1t-k7&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjA4ZGM3ZDc0MTkxYTk4NzZhN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjMmUzZjI1M2EwZWM4MDYxNDFiOWZhZTM3NDNmMzliMTk1NDU5NGFiOWJjNjVmYzIsMSwx
Bright Vision Technologies; Dot Net Developer;  ; 2/23/26;Open; 2/23/26;; https://jobright.ai/jobs/info/699a96ae81476f6176b33c13?utm_source=1121&imp_id=3673496432511879909__instant_push__1771812901215_4897&utm_medium=email
