Company; Position; Rate; ApplicationDate; Link; Status; StatusDate; Comment
Floga Technologies; FLG - 107 - C# .NET Developer;;1/8/26; https://www.dice.com/job-detail/ae971ba9-0262-4d7c-b2ea-b202774b59a5; ; ;(Hybrid - 2 days onsite - Charlotte NC)
InterSources, Inc; Systems Software Programmer;;1/8/26; https://www.linkedin.com/jobs/view/4330889340/; Rejection; 1/15/26
Vector Consulting; Lead Microsoft .NET Developer;;1/8/26; https://jobright.ai/jobs/info/695ff53aa1bbea1d9a7ac1ba?utm_source=1121&imp_id=3673496432511879909__instant_push__1767900724891_1980&utm_medium=email; ;
Enlyte; Senior .NET Developer;88-120k;1/8/26; https://jobright.ai/jobs/info/695f42eda112b402660e0085?utm_source=1121&imp_id=3673496432511879909__instant_push__1767900724891_1980&utm_medium=email; ;
Aspira; Software Engineer, .NET (Remote);;1/8/26; https://jobright.ai/jobs/info/695feac1a112b402660e912c?utm_source=1121&imp_id=3673496432511879909__instant_push__1767896142365_2406&utm_medium=email; ;
Cortex; Sr. Developer;;1/8/26; https://jobright.ai/jobs/info/695fed54a1bbea1d9a7aa98f?utm_source=1121&imp_id=3673496432511879909__instant_push__1767896142365_2406&utm_medium=email; ;
PeerIslands; Polyglot Developer - C#, NET;;1/8/26; https://jobright.ai/jobs/info/695fae98a112b402660e625a?utm_source=1121&imp_id=3673496432511879909__instant_push__1767896142365_7566&utm_medium=email; ;
Grant Street Group; Software Developer;95-125k;1/8/26; https://www.linkedin.com/jobs/view/4351647732/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149764&refId=GL%2BF51tgtIwj0QWxh6vcOA%3D%3D&trackingId=RwrI0TPOMR0MQXy4B3X5jQ%3D%3D; ;
MedStar Health; Applications Developer III;95-182k;1/8/26; https://www.glassdoor.com/job-listing/applications-developer-iii-medstar-health-JV_KO0,26_KE27,41.htm?jl=1009991276367&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos11-agept-1009991276367&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jef2fnligcsk80c-7b1e4183e49c31d0&cs=1_fb0a4946&s=224&t=JA&pos=111&ja=378462087&guid=0000019b9e20981393c66a6916bc5eb5&jobListingId=1009991276367&vt=e&cb=1767884972005&ctt=1767903934687&srs=EMAIL_JOB_ALERT&gdir=1; ;
ChurnZero; Full Stack Software Engineer; 85-135k;1/8/26; https://www.glassdoor.com/job-listing/full-stack-software-engineer-churnzero-JV_KO0,28_KE29,38.htm?jl=1009988931180&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos5-age1d-1009988931180&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jed3toeugqra800-60d04692ad69d982&cs=1_62b20328&s=224&t=JA&pos=105&ja=380629936&guid=0000019b9a0d10c48518d2bf133a3f02&jobListingId=1009988931180&vt=e&cb=1767819371269&ctt=1767822755068&srs=EMAIL_JOB_ALERT&gdir=1; ;
Covenant Health; Application Analyst, IT Care Manager Support;;1/8/26; https://jobs.knoxtech.org/companies/covenant-health/jobs/64358997-application-analyst-it-care-manager-support#content; ;
Apexon (Tallahassee FL); Dotnet Developer;;1/9/26; https://jobright.ai/jobs/info/69615770f3f4cd1325064ebb?utm_source=1121&imp_id=3673496432511879909__instant_push__1767987636437_1395&utm_medium=email; ;
RouteOne; Software Engineer - .NET;;1/9/26; https://www.indeed.com/viewjob?jk=155df76a66c11f13; ;
Perficient; API .NET + AWS Sr. Developer - Charlotte, NC;65-150k;1/9/26; https://jobright.ai/jobs/info/69614259f3f4cd1325063c3a?utm_source=1121&imp_id=3673496432511879909__instant_push__1767982412910_2463&utm_medium=email; ;
Hexaware Technologies; Microsoft Full Stack Engineer - Professional;;1/9/26; https://jobright.ai/jobs/info/6961432ef3f4cd1325063cc3?utm_source=1121&imp_id=3673496432511879909__instant_push__1767982412910_2463&utm_medium=email; ;
SelectQuote; Software Engineer IV;150-170k ;1/9/26; https://www.linkedin.com/jobs/view/4359365100/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149764&refId=tE9x05Vq%2Bct5BCfWg7LLlw%3D%3D&trackingId=lMnX7n7oktt5dRof3Dbjyg%3D%3D; ;
Apex Infomatics; .Net Developer; 49-65/hr;1/9/26; https://www.ziprecruiter.com/jobs/a/b?lk=Ngv3Ma2LoInVv_6Bw0HvLg&tsid=111000153; Rejection; 1/9/26;Application pages broken.  Unable to submit
Alenotech Solutions LLC; Software Developer;;1/9/26; https://www.ziprecruiter.com/jobs/a/b?lk=n0_vjZGjuesoGMrpeQbHFg&tsid=111000153; ;
Isphere Innovation Partners, LLC; .NET Application developer;;1/9/26; https://www.ziprecruiter.com/jobs/a/b?lk=yQZk_avJf9o8zAiEshCtjg&tsid=111000153; ;
Rev.io; Software Engineer;;1/9/26; https://www.glassdoor.com/job-listing/software-engineer-rev-io-JV_KO0,17_KE18,24.htm?jl=1009993186404&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos2-agept-1009993186404&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jeih2eplgefh808-ba3dc9cc5c535af1&cs=1_1a9767d7&s=224&t=JA&pos=102&ja=388890994&guid=0000019ba4fe8e8dbd4878e0e06cb81f&jobListingId=1009993186404&ea=1&vt=e&cb=1768000928786&ctt=1768004494949&srs=EMAIL_JOB_ALERT&gdir=1; ;
RemX; Manager, IT Application;100-10k;1/12/26; https://www.indeed.com/viewjob?jk=fc8a55d295f1aa79&tk=1jeosabq8ncps801&from=jobi2a&advn=4867995461346263&adid=455667922&ad=-6NYlbfkN0DpZvlI3xtzpveexXLr-a1cGUsySigPOXApojG4owL8itdmUFX0rlCpJyBN-Z5zdyAIqN0OENDUim_v99pF265rqByo3_P9WcAl_stWbRC7ijCK0uR6CDW05snzIczPahw_USXXWStUlr5qf5-M5LvaOceVxdU9Im6-10S04KbybgX-WOPpPeaWnZGNOmYR06N71h4XFwkpVQhv0M12x9aAuseVZ61oH1TViGaidT3sSIwHdMMxhgYnJWThxQWlSK_2TtO4J_wZbXV2dTnvT5GeHyvbnh8BvzlnzgCqJMJJ9KDZuueVT9qQ-TbVO4QAIJcaQ1MCQZtM9PKias3s1iavNefYJwjBRmoXQM_GGk7CSMDvhe-PrpChbKfuTECitigi3meH-vMlXzSW-7mILkMMMueAOGEY01FdI9V2Q8g2vxB8tsFOTl3SlxA1qgFwUwlt2itd39sw1xiVlzJ-ZL4j57t7pHGNhxv5_U0NUFlHmflWVNjUePMNzw1ncRLhMcjP_oXuJpIFknEPc5QaAUAgEvQDnC0g4hwiJVPYS-rYOZXw4rk1ywMERGpvepb0Ywx3K3fiaHC5_1pB3zIl6bFP9saw2XLVYCyFM3m8ZrvUVNRhz_kenfey&sjdu=i6xVERweJM_pVUvgf-MzuSoeoxmBDhQBa8KwnJfmsfT2eHPOVIZBeQjJhM-CTHJHnNYwhnWqygVZ3msHxvS7erXXZ3yOcMz0cHB6dl5Mcvk&acatk=1jep7g7bkgf95802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XJyinVXJIvgeQ%3D%3D&jrtk=5-cmh1-1-1jeosaasol6oi801-fc8a55d295f1aa79&xkcb=SoDO6_M3oYwmWWQAYh0LbzkdCdPP&xpse=SoCq6_I3oZHPMPSLKB0PbzkdCdPP&xfps=8db68e87-b483-43bd-b124-49b37735cb30; ;
Synergy BIS; .NET Developer;49-65/hr; 1/12/26; https://www.ziprecruiter.com/jobs/a/b?lk=m8SSKi2xLpcspw63c1sWig&tsid=111000153; ;
Texas State Library and Archives Commission; .NET Developer;49-65/hr; 1/12/26 ; https://www.ziprecruiter.com/jobs/a/b?lk=fu3WYnS4aqdNJ7fjG5XrrA&tsid=111000153; Rejection; 1/12/26; jpc-3598; application pages broken, unable to apply
Right Skale, Inc; .Net Full Stack Developer;;1/12/26; https://www.ziprecruiter.com/jobs/a/b?lk=doa36LZYjMwO6k6P-ag5Zw&tsid=111000153; Rejection; 1/12/26; same application pages as above, which does not work
Spatial Data Logic; Sr .NET Software Engineer;125-165k;1/12/26; https://www.ziprecruiter.com/jobs/a/b?lk=doa36LZYjMwO6k6P-ag5Zw&tsid=111000153; ;
Rysun Labs Inc.; Senior NET Developer;95-105k;1/12/26; https://www.ziprecruiter.com/jobs/a/b?lk=AQGUP669Bb0i_2KQ63-BKg&tsid=111000153; Rejection; 1/15/26
Hospitality Innovations; Senior Software Engineer;90-130k;1/12/26; https://www.ziprecruiter.com/jobs/a/b?lk=gYqoRpVshyySxXGYGgg0tw&tsid=111000153; ;
Jobot; Sr. Application Support Engineer;125-180kl;1/12/26; https://www.glassdoor.com/job-listing/software-engineer-us-remote-jackrabbit-technologies-JV_IC1138654_KO0,27_KE28,51.htm?jl=1009993664923&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos1-age1d-1009993664923&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jenm51bs2934005-841f337dc63f6e57&cs=1_09de969d&s=224&t=JA&pos=101&ja=388890994&guid=0000019baf4b3f668356e2eb89942a25&jobListingId=1009993664923&vt=e&cb=1768174028418&ctt=1768226201358&srs=EMAIL_JOB_ALERT&gdir=1; rejection; 1/12/26
Jackrabbit Technologies; Software Engineer (US Remote);100k;1/12/26; https://www.glassdoor.com/job-listing/software-engineer-us-remote-jackrabbit-technologies-JV_IC1138654_KO0,27_KE28,51.htm?jl=1009993664923&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos1-age1d-1009993664923&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jenm51bs2934005-841f337dc63f6e57&cs=1_09de969d&s=224&t=JA&pos=101&ja=388890994&guid=0000019baf4b3f668356e2eb89942a25&jobListingId=1009993664923&vt=e&cb=1768174028418&ctt=1768226201358&srs=EMAIL_JOB_ALERT&gdir=1; ;
Ad Hoc; Senior Software Engineer - Back End;120-135k;1/12/26; https://www.linkedin.com/in/craig-johnson-181731327/; ;
Benchmark IT - Technology Talent; C#/ .net Software Developer - Long Term Contract - Remote;;1/12/26; https://www.dice.com/job-detail/32a254e1-0b9f-4501-9635-39191d839cbc?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1537570213820068771&_branch_referrer=H4sIAAAAAAAAAzWMS2rEMBBET6PZ%2BSPJNqOACSFhriFkucfuRD9aMt7l7NEYAr2oeo%2BuvZSU37puRQutSal1GH46md6ZGGSaQWMBMouDWwWRcMNgnD7Izfvrk8kPJh71zvNsrw0bfa3fcWlWKAZdLVIYMQ7Am35Rz2YYe96oSY6NVFzx9S6VXSyTj6N4neNBFpj8qgPaOKCSmZhexsOKh68G%2FLV6QRtDgVAqxRqcwwyG7P5vjU8Gt1A173s%2BcXG%2F%2FRI8gQjDpheKZwaaP3eKHv4AeVD9PwkBAAA%3D; ;
Milestone Technologies; Software Engineer - Backend;;1/12/26; https://www.linkedin.com/jobs/view/4330619398/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_14583149772&refId=1HESivRad%2FnCixWVagN1kw%3D%3D&trackingId=ogyBjNcglsixuGnkrg8NIA%3D%3D; Rejection; 1/13/26
Resman LLC (Knoxville) ; Software Developer;64-97k;1/12/26; https://www.glassdoor.com/Job/index.htm?utm_source=jobsForYou&utm_medium=email&utm_term=jfytspvar2&utm_content=jobs-for-you-jobsForYou-jobpos5-age30d-1009951656825&utm_campaign=jobsForYou&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-1-1jene2hnlk8js800-03cde18d4c6782b3&cs=1_e6d692a9&s=362&t=REC_JOBS&pos=105&guid=0000019ba57a62e0857b556e7b66af09&jobListingId=1009951656825&ea=1&rdforyou=true&vt=e&cb=1768165558884&gdir=1; ;
Zip Zap IT Solutions; Senior Software Developer;;1/12/26; https://www.glassdoor.com/job-listing/senior-software-developer-zip-zap-it-solutions-JV_KO0,25_KE26,46.htm?jl=1009982642139&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos1-age13d-1009982642139&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-e53de3093074683f&cs=1_886c1641&s=224&t=JA&pos=101&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009982642139&vt=e&cb=1768231824106&ctt=1768242403850&srs=EMAIL_JOB_ALERT&gdir=1; ;
Premier Inc; Software Engineer; 72-120k;1/12/26; https://www.glassdoor.com/job-listing/software-engineer-premier-JV_KO0,17_KE18,25.htm?jl=1009993290392&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos3-age2d-1009993290392&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-506ff8dd20ef0561&cs=1_a4f939e1&s=224&t=JA&pos=103&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009993290392&vt=e&cb=1768231824107&ctt=1768242408600&srs=EMAIL_JOB_ALERT&gdir=1; ;
Adeptus Solutions Inc; Mid-Level Software Developer;;1/12/26; https://www.glassdoor.com/job-listing/mid-level-software-developer-adeptus-solutions-JV_KO0,28_KE29,46.htm?jl=1009993594152&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos4-age2d-1009993594152&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-f514d6c362702c5f&cs=1_693dc432&s=224&t=JA&pos=104&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009993594152&vt=e&cb=1768231824106&ctt=1768242412765&srs=EMAIL_JOB_ALERT&gdir=1; ;
Velera; Software Engineer II (ADO) - REMOTE;76-97k;1/12/26; https://www.glassdoor.com/job-listing/software-engineer-ii-ado-remote-velera-JV_KO0,31_KE32,38.htm?jl=1009992292928&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos11-age3d-1009992292928&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-90f7c9493915c831&cs=1_b9706d43&s=224&t=JA&pos=111&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009992292928&vt=e&cb=1768231824107&ctt=1768242438948&srs=EMAIL_JOB_ALERT&gdir=1; ;
Employee Navigator; Senior Software Engineer (API);80-180k;1/12/26; https://jobright.ai/jobs/info/684cfcf57627b60de9924c2a?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1768242685520_7696&utm_medium=email; Rejection; 1/13/26
Technology Hub; Senior Dotnet Developer (W2);;1/12/26; https://www.linkedin.com/jobs/view/4332599306/; ;
OneDigital; Software Engineer - AI (REMOTE);130-135k;1/12/26; https://www.glassdoor.com/job-listing/software-engineer-ai-remote-onedigital-JV_KO0,27_KE28,38.htm?jl=1009991918086&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos13-age3d-1009991918086&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-f7886eb9f8cd4e73&cs=1_62bfb6cf&s=224&t=JA&pos=113&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009991918086&vt=e&cb=1768231824107&ctt=1768242449247&srs=EMAIL_JOB_ALERT&gdir=1; ;
Credit Acceptance (Auto finance); Senior Software Engineer;130-191k;1/12/26; https://www.glassdoor.com/job-listing/senior-software-engineer-credit-acceptance-JV_KO0,24_KE25,42.htm?jl=1009989195521&utm_source=jobalert&utm_medium=email&utm_term=jfytspvar2&utm_content=ja-jobpos10-age5d-1009989195521&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jepd8qddj73j800-aec04dc386a5df74&cs=1_21e21a28&s=224&t=JA&pos=110&ja=378462087&guid=0000019bb2ba764e8b14b8112c9d2fda&jobListingId=1009989195521&vt=e&cb=1768231824107&ctt=1768242434675&srs=EMAIL_JOB_ALERT&gdir=1; Rejection; 1/15/26
Jobgether; Software Engineer - .NET - Remote;;1/14/26; https://www.linkedin.com/jobs/view/4359945753/?trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body&refId=N8I4QdIBQpSBxGPmT%2BwuEA%3D%3D&trackingId=kLc44EwMQ1mf0iVa055iew%3D%3D; ;
